source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010154-Sample-41	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 41	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01076_A01_P010694_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-42	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 42	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01280_A02_P013164_S00_N09_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-43	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 43	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01277_H01_P013129_S00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-44	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 44	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01280_A04_P013164_S00_N25_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-45	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 45	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01321_B02_P013560_B00_N10_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-46	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 46	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01344_A04_P013675_S00_N25_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-47	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 47	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01753_C04_P018442_S00_N27_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-48	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 48	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01279_E02_P013163_B00_N13_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-49	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 49	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01781_A01_P018699_S00_N29_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-50	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 50	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01277_B02_P013129_S00_N10_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-51	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 51	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01499_H03_P015159_S00_N24_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-52	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 52	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01753_C05_P018442_S00_N35_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-53	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 53	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01077_F02_P010695_S00_N14_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-54	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 54	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01349_D05_P013680_S00_N36_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-55	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 55	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01093_E01_P010748_S00_N05_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-56	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 56	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01296_D01_P013201_S00_N04_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-57	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 57	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01343_C05_P013674_S00_N35_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-58	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 58	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01321_C02_P013560_B00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-59	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 59	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01753_G04_P018442_S00_N31_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-60	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 60	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01075_A02_P010693_S00_N09_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-61	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 61	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01346_G02_P013677_S00_N15_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-62	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 62	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01093_A04_P010748_S00_N25_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-63	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 63	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01088_B05_P010740_S00_N34_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-64	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 64	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01284_C03_P013188_B00_N19_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-65	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 65	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01092_C02_P010747_S00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-66	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 66	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01283_D05_P013187_S00_N36_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-67	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 67	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01499_A02_P015159_S00_N09_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-68	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 68	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01320_C02_P013559_S00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-69	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 69	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01343_C03_P013674_S00_N19_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-70	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 70	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01075_D02_P010693_S00_N12_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-71	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 71	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01753_E03_P018442_S00_N21_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-72	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 72	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01092_A01_P010747_S00_N15_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-73	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 73	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01086_A01_P010738_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-74	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 74	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01092_A01_P010747_S00_N03_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-75	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 75	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01320_D05_P013559_S00_N36_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-76	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 76	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01343_A03_P013674_S00_N17_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-77	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 77	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01076_B01_P010694_S00_N02_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-78	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 78	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01500_A05_P015160_S00_N33_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-79	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 79	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01092_A01_P010747_S00_N03_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-80	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 80	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01075_B02_P010693_S00_N10_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
