source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD008440-Sample-137	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 137	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_7qua_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-138	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 138	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_26A_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-139	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 139	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_22ter_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-140	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 140	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_6ter_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-141	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 141	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_29ter_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-142	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 142	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_2ter_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-143	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 143	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_3Abis_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-144	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 144	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_2ter_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-145	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 145	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_2_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-146	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 146	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_3Bbis_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-147	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 147	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_17bis_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-148	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 148	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_17bis_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-149	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 149	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_36ter_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-150	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 150	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_31ter_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-151	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 151	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_22bis_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-152	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 152	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_4_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-153	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 153	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_36ter_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-154	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 154	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_25ter_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-155	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 155	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_22bis_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-156	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 156	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_30ter_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-157	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 157	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_9ter_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-158	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 158	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_13bis_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-159	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 159	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_7_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-160	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 160	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_28_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-161	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 161	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_7_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-162	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 162	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_26B_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-163	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 163	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_36qua_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-164	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 164	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_25qua_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-165	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 165	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_31_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-166	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 166	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_17_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-167	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 167	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_29_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-168	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 168	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_31_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-169	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 169	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_6ter_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-170	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 170	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_2_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
