Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[ancestry category]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[treatment]	Characteristics[treatment]	Characteristics[enrichment method]	Characteristics[enrichment process]	assay name	comment[label]	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type	factor value[enrichment process]	factor value[treatment]	factor value[treatment]	sampleChecksum	sampleAccession
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 9	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S013_14.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S013_14.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 9	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S013_14.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S013_14.raw	cell	enrichment of phosphorylated Protein	none	control	6018bd1dd0c1954a80aa1e61ff261ff8b6a177ad611d18aceeab6bc81c05fd8b	SAMEA7712112
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 10	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S013_14_131122203229.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S013_14_131122203229.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 10	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S013_14_131122203229.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S013_14_131122203229.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 10	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S013_14_131122203229.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S013_14_131122203229.raw	cell	enrichment of phosphorylated Protein	none	control	6018bd1dd0c1954a80aa1e61ff261ff8b6a177ad611d18aceeab6bc81c05fd8b	SAMEA7712112
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 11	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S015.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	7	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S015.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 11	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S015.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	7	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S015.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 11	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S015.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	7	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S015.raw	cell	enrichment of phosphorylated Protein	none	control	6018bd1dd0c1954a80aa1e61ff261ff8b6a177ad611d18aceeab6bc81c05fd8b	SAMEA7712112
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 12	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S015_131123012154.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	7	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S015_131123012154.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 12	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S015_131123012154.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	7	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S015_131123012154.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 12	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S015_131123012154.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	7	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S015_131123012154.raw	cell	enrichment of phosphorylated Protein	none	control	6018bd1dd0c1954a80aa1e61ff261ff8b6a177ad611d18aceeab6bc81c05fd8b	SAMEA7712112
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 13	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S01_131121210011.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S01_131121210011.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 13	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S01_131121210011.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S01_131121210011.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 13	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S01_131121210011.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S01_131121210011.raw	cell	enrichment of phosphorylated Protein	none	control	6018bd1dd0c1954a80aa1e61ff261ff8b6a177ad611d18aceeab6bc81c05fd8b	SAMEA7712112
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 14	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S02_12.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S02_12.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 14	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S02_12.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S02_12.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 14	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S02_12.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S02_12.raw	cell	enrichment of phosphorylated Protein	none	control	6018bd1dd0c1954a80aa1e61ff261ff8b6a177ad611d18aceeab6bc81c05fd8b	SAMEA7712112
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 15	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S02_12_131122013411.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S02_12_131122013411.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 15	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S02_12_131122013411.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S02_12_131122013411.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 15	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S02_12_131122013411.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S02_12_131122013411.raw	cell	enrichment of phosphorylated Protein	none	control	6018bd1dd0c1954a80aa1e61ff261ff8b6a177ad611d18aceeab6bc81c05fd8b	SAMEA7712112
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 16	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S03_4_5_6.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S03_4_5_6.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 16	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S03_4_5_6.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S03_4_5_6.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	enrichment of phosphorylated Protein	run 16	SILAC light	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S03_4_5_6.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S03_4_5_6.raw	cell	enrichment of phosphorylated Protein	none	control	6018bd1dd0c1954a80aa1e61ff261ff8b6a177ad611d18aceeab6bc81c05fd8b	SAMEA7712112
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 17	SILAC heavy	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S03_4_5_6_131122061521.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S03_4_5_6_131122061521.raw	cell	enrichment of phosphorylated Protein	none	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
PXD013923-Sample 2	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	enrichment of phosphorylated Protein	run 17	SILAC medium	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20131116_CCs_EV_A375_ERKi_30min_S03_4_5_6_131122061521.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20131116_CCs_EV_A375_ERKi_30min_S03_4_5_6_131122061521.raw	cell	enrichment of phosphorylated Protein	control	ERK inhibitor SCH772984	3330408c309be3c11ba21f5447fa0e93a80ebd3dd860d39caaa9dc967ae1a16c	SAMEA7712111
