source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000561-Sample-38	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Placenta_bRP_Elite_79_f21.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-39	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Liver_Gel_Elite_83_f19.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-40	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Platelets_Gel_Velos_36_f18.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-41	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Bcells_Gel_Elite_76_f22.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-42	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Monocytes_Gel_Velos_32_f27.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-43	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Gallbladder_Gel_Elite_52_f06.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-44	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Platelets_Gel_Velos_36_f28.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-45	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Urinarybladder_Gel_Elite_40_f22.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-46	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Liver_bRP_Elite_23_f20.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-47	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Ovary_bRP_Velos_41_f08.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-48	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Gallbladder_bRP_Elite_53_f04.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-49	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Monocytes_bRP_Velos_31_f19.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-50	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Platelets_Gel_Velos_36_f23.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-51	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_CD8Tcells_bRP_Elite_77_f01.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-52	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Monocytes_bRP_Velos_31_f01.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-53	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Placenta_Gel_Velos_14_f06.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-54	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Lung_Gel_Velos_13_f07.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-55	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Rectum_Gel_Elite_63_f18.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-56	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Retina_bRP_Elite_64_f18.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-57	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Testis_bRP_Elite_26_f21.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-58	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_CD4Tcells_Gel_Velos_30_f34.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-59	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_NKcells_Gel_Elite_78_f19.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-60	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Retina_Gel_Velos_5_f30.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-61	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Liver_bRP_Elite_82_f19.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-62	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Colon_bRP_Elite_50_f13.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-63	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Brain_Gel_Velos_16_f03.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-64	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Adrenalgland_bRP_Velos_1_f01.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-65	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Prostate_Gel_Elite_62_f09.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-66	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Adrenalgland_bRP_Velos_1_f26.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-67	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Retina_Gel_Velos_5_f23.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-68	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Heart_Gel_Elite_54_f13.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-69	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Lung_Gel_Velos_13_f06.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-70	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Gut_Gel_Velos_72_f06.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-71	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Rectum_bRP_Elite_84_f19.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-72	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Liver_Gel_Velos_11_f02.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-73	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Retina_Gel_Velos_5_f19.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
