source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010603-Sample-35	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_A383_6.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-36	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171115_JMM_MFG405_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-37	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171102_JMM_T383_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-38	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171017_JMM_IPL146_4.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-39	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_CN383_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-40	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171114_JMM_IPL405_4.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-41	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_A383_2.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-42	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171114_JMM_IPL405_11.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-43	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_C146_4.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-44	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171101_JMM_STG383_11.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-45	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171114_JMM_EC405_11.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-46	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171113_JMM_CN405_11.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-47	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_C146_9.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-48	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_IPL383_11.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-49	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_IPL383_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-50	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_STG146_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-51	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 51	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171017_JMM_IPL146_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-52	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 52	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171101_JMM_MFG383_3.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-53	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 53	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171102_JMM_T383_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-54	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 54	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171115_JMM_MFG405_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-55	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 55	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171117_JMM_VC405_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-56	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 56	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171019_JMM_T146_3.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-57	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 57	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_EC383_2_20171030194117.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-58	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 58	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171115_JMM_MFG405_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
