source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005445-Sample-148	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 148	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2736_AMYdev.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-149	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 149	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3599.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-150	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 150	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3624.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-151	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 151	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2025_STRd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-152	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 152	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2766_AMYdev.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-153	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 153	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2746_AMYdev.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-154	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 154	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2151_CBCd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-155	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 155	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2746_MD.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-156	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 156	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3639.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-157	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 157	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2618_CBC.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-158	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 158	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3148.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-159	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 159	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2035_STRd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-160	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 160	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3649.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-161	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 161	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3629.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-162	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 162	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2558_AMY.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-163	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 163	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3543.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-164	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 164	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3598.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-165	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 165	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2576_CON.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-166	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 166	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3563.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-167	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 167	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3569.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-168	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 168	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3570.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-169	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 169	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2726_CON.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-170	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 170	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3588.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-171	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 171	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3568.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-172	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 172	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3541.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-173	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 173	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3544.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-174	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 174	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3140.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-175	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 175	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3582.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-176	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 176	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3605.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-177	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 177	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2000_MDd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-178	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 178	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2731_AMYdev.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-179	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 179	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2614_CBC.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-180	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 180	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3542.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-181	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 181	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3147.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-182	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 182	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2738_MD.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-183	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 183	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3590.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-184	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 184	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2838_V1C.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
