source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD014557-Sample-33	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-34	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-35	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-36	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-37	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-38	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-39	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-40	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-41	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-42	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-43	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-44	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-45	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-46	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-47	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-48	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-49	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-50	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-51	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-52	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-53	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-54	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-55	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-56	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-57	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-58	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-59	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-60	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-61	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr08.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-62	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr08.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-63	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr08.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-64	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr08.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
