source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000281-Sample-34	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr55.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-35	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr55.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-36	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr55.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-37	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr56.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-38	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr56.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-39	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr56.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-40	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr56.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-41	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr02.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-42	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr02.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-43	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr02.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-44	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr02.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-45	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-46	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-47	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-48	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-49	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr06.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-50	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr06.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-51	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr06.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-52	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr06.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-53	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr12.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-54	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr12.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-55	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr12.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-56	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr12.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-57	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr18.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-58	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr18.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-59	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr18.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-60	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr18.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-61	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr19.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-62	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr19.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
