source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000605-Sample-35	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp1_47.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-36	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp1_47.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-37	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp1_5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-38	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp1_5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-39	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp1_5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-40	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp1_5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-41	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-42	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-43	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-44	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-45	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-46	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-47	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-48	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-49	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-50	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-51	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-52	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-53	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_19.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-54	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_19.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-55	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_19.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-56	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_19.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-57	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_21.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-58	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_21.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-59	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_21.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-60	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_21.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-61	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_25.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-62	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_25.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-63	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_25.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-64	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_25.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000605-Sample-65	Homo sapiens	plasma	normal	not available	male	29±2 years old	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (baseline, after RIPC)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Proline oxidation to pyrrolidinone;AC=UNIMOD:360;MT=Variable;TA=P	NT=Accurate mass for 115;AC=UNIMOD:533;MT=Variable;TA=C	NT=Representative mass and accurate mass for 116 & 117;AC=UNIMOD:214;MT=Variable;TA=C	10 ppm	0.6 Da	orbitrap	EH_Exp2_27.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
