source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004242-Sample-57	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 57	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_09_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-58	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 58	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_29_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-59	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 59	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_42_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-60	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 60	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_47_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-61	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 61	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_19_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-62	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 62	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_15_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-63	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 63	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_31_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-64	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 64	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_39_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-65	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 65	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_28_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-66	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 66	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_27_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-67	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 67	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_37_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-68	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 68	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_44_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-69	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 69	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_11_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-70	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 70	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_33_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-71	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 71	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_05_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-72	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 72	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate2C_06_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-73	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 73	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_09_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-74	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 74	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_10_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-75	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 75	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_26_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-76	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 76	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_11_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-77	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 77	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_37_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-78	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 78	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_19_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-79	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 79	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_24_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-80	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 80	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_11_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-81	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 81	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_22_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-82	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 82	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_27_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-83	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 83	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_45_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-84	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 84	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_09_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-85	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 85	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_42_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-86	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 86	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_30_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-87	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 87	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_06_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-88	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 88	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_40_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-89	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 89	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_36_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-90	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 90	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_14_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-91	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 91	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_14_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
