source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000604-Sample-42	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	orbitrap	100507_Exp1_fr51.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-43	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	orbitrap	100507_Exp1_fr51.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-44	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	orbitrap	100507_Exp1_fr51.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-45	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr53.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-46	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr53.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-47	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr53.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-48	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr53.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-49	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr58.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-50	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr58.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-51	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr58.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-52	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr58.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-53	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr62.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-54	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr62.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-55	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr62.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-56	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr62.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-57	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	orbitrap	100507_Exp1_fr64.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-58	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	orbitrap	100507_Exp1_fr64.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-59	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	orbitrap	100507_Exp1_fr64.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-60	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	orbitrap	100507_Exp1_fr64.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-61	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-62	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-63	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-64	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp1_fr65.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-65	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	tumor type (malignant, benign)	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	not applicable	orbitrap	100507_Exp2_fr33.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-66	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	tumor type (malignant, benign)	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	not applicable	orbitrap	100507_Exp2_fr33.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-67	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	tumor type (malignant, benign)	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	not applicable	orbitrap	100507_Exp2_fr33.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-68	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	tumor type (malignant, benign)	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	not applicable	orbitrap	100507_Exp2_fr33.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-69	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-70	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-71	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-72	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
