accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,spectral_file_types,existing_PRIDE_SDRF,HAMLETstore,HAMLETmeti,HAMLETmeta,HAMLETjudge
PXD040446,38864697.0,PMC11301417,1,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD053116,40242769.0,PMC11999838,1,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,RAW,False,False,True,True,False
PXD044548,39558163.0,PMC11662663,1,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,MZXML;RAW,False,False,True,True,False
PXD044513,39957677.0,PMC11831416,1,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;MZDATA;MZML;RAW,False,False,True,True,False
PXD051842,40059196.0,PMC11892261,1,Homo sapiens (human),9606,Data-independent acquisition,CC BY,RAW,False,False,True,True,False
PXD052665,39456337.0,PMC11506952,1,Plukenetia volubilis,316893,Bottom-up proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD053103,39753558.0,PMC11698992,1,Sulfolobus solfataricus,2287,Bottom-up proteomics,CC BY,RAW,False,False,True,True,False
PXD055115,39950344.0,PMC11826092,1,Homo sapiens (human),9606,Bottom-up proteomics,CC BY-NC,RAW,False,False,True,True,False
PXD055130,39950344.0,PMC11826092,1,Homo sapiens (human),9606,Bottom-up proteomics,CC BY-NC,RAW,False,False,True,True,False
PXD061023,40141405.0,PMC11943345,1,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,True,True,False
PXD059156,39411161.0,PMC11476008,1,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD059496,40362085.0,PMC12070915,1,Ailuropoda melanoleuca (giant panda),9646,Data-dependent acquisition,CC BY,RAW,False,False,True,True,False
PXD064633,40568700.0,PMC12187688,1,Mannheimia haemolytica m42548,1316932,Bottom-up proteomics,CC BY,RAW,False,False,True,True,False
PXD061319,40487857.0,PMC12143294,1,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,RAW,False,False,True,True,False
PXD066517,39494541.0,PMC11701690,1,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,True,True,False
PXD062511,40542578.0,PMC12747965,1,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,RAW,False,False,True,True,False
PXD059878,41063346.0,PMC12507519,1,Homo sapiens (human),9606,Bottom-up proteomics,CC BY-NC,MZML;RAW,False,False,True,True,False
PXD047871,39975173.0,PMC11838427,1,Ancylostoma ceylanicum,53326,Bottom-up proteomics,CC BY-NC,MZML;RAW,False,False,True,True,False
PXD047879,39975173.0,PMC11838427,1,Ancylostoma ceylanicum,53326,Bottom-up proteomics,CC BY-NC,MZML;RAW,False,False,True,True,False
PXD054332,41205596.0,PMC12711663,1,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,MZML;RAW,True,False,True,True,False
PXD062259,41671206.0,PMC12893573,1,Trionyx triunguis,101491,Bottom-up proteomics,CC BY,RAW,False,False,True,True,False
PXD073844,41757349.0,PMC12932526,1,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,True,True,False
PXD074086,41740791.0,PMC12969653,1,Mus musculus (mouse),10090,Data-dependent acquisition,CC BY,RAW,False,False,True,True,False
PXD012023,31213559.0,PMC6581861,2,Escherichia coli,562,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD015964,32010092.0,PMC6978723,2,Lactobacillus suebicus,152335,Shotgun proteomics,CC BY,MGF;MZXML;RAW,False,False,True,True,False
PXD015791,31896749.0,PMC6940387,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD008644,29846688.0,PMC6061704,2,Sulfolobus islandicus rey15a,930945,Shotgun proteomics,CC BY-NC,RAW,False,False,True,True,False
PXD003806,26882497.0,PMC4755545,2,Schizosaccharomyces pombe,4896,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,True,True,False
PXD006087,28377412.0,PMC5590230,2,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW,False,False,True,True,False
PXD001046,26217686.0,PMC4459568,2,Oryza sativa (rice),4530,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD007243,29051560.0,PMC5648756,2,Triticum aestivum (wheat),4565,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD011118,30348809.0,PMC6295230,2,Hepatitis c virus subtype 1a; Cicer arietinum (chickpea) (garbanzo); Heliocidaris erythrogramma (sea urchin); Cercopithecus aethiops (green monkey) (grivet); Bos taurus (bovine); Dictyostelium discoideum (slime mold); Brassica oleracea var. botrytis (cauliflower); Apis mellifera (honeybee); Halobacterium salinarum; Gallus gallus (chicken); Helicobacter pylori j99 (campylobacter pylori j99); Arabidopsis thaliana (mouse-ear cress); Bombyx mori (silk moth); Equus caballus (horse); Caenorhabditis elegans; Arachis hypogaea (peanut); Hordeum vulgare (barley); Enterococcus faecalis (streptococcus faecalis); Drosophila melanogaster (fruit fly); Gadus morhua (atlantic cod); Danio rerio (zebrafish) (brachydanio rerio); Candida albicans (yeast); Escherichia coli; Brassica napus (rape); Homo sapiens (human); Acyrthosiphon pisum (pea aphid),31646; 3827; 7634; 9534; 9913; 44689; 3715; 7460; 2242; 9031; 85963; 3702; 7091; 9796; 6239; 3818; 4513; 1351; 7227; 8049; 7955; 5476; 562; 3708; 9606; 7029,Shotgun proteomics,author_manuscript,RAW,False,False,True,True,False
PXD007988,31469364.0,PMC6748831,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW;ZIP,False,False,True,True,False
PXD000706,25118235.0,PMC4145681,2,Legionella pneumophila,446,Shotgun proteomics,CC BY-NC-SA,GZ;MGF;RAW,False,False,True,True,False
PXD001785,25909947.0,PMC4409333,2,Nephotettix cincticeps (green rice leafhopper) (selenocephalus cincticeps),94400,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD002133,27346722.0,PMC4921819,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW;ZIP,False,False,True,True,False
PXD004515,27501389.0,PMC4976990,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD005265,28275586.0,PMC5319971,2,Acinetobacter baumannii,470,Shotgun proteomics,CC BY,GZ;RAW,False,False,True,True,False
PXD000515,24458638.0,PMC4672726,2,Arabidopsis thaliana (mouse-ear cress),3702,Bottom-up proteomics,author_manuscript,GZ;RAW,False,False,True,True,False
PXD005699,28220903.0,PMC5318901,2,Aspergillus niger,5061,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,True,True,False
PXD005908,28747692.0,PMC5529501,2,Triticum aestivum (wheat),4565,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,True,True,False
PXD006769,30464169.0,PMC6249307,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,True,True,False
PXD012141,30842615.0,PMC6403224,2,Bos taurus (bovine),9913,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD008378,29439554.0,PMC5874770,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD009364,29906449.0,PMC6061967,2,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,GZ;MZML;MZXML;RAW,False,False,True,True,False
PXD009390,29795195.0,PMC5966458,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD009724,30026309.0,PMC6120666,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD011786,30655516.0,PMC6336796,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD010720,30746512.0,PMC6368647,2,Phialocephala scopiformis,149040,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD012163,30635586.0,PMC6329807,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW;ZIP,False,False,True,True,False
PXD012734,32152317.0,PMC7063047,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD013856,31350386.0,PMC6659673,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD014111,31358880.0,PMC6662741,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD015474,31797923.0,PMC6892822,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD014871,31824947.0,PMC6879431,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;MZML;RAW,False,False,True,True,False
PXD016422,31969649.0,PMC6976632,2,Escherichia coli,562,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD016577,32138239.0,PMC7179242,2,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD017023,32141294.0,PMC7842235,2,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,True,True,False
PXD015810,32313134.0,PMC7171069,2,Crassostrea gigas (pacific oyster) (crassostrea angulata),29159,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD014974,32561711.0,PMC7305310,2,Haloferax volcanii ds2,309800,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD003139,26903415.0,PMC4836224,2,Acaryochloris marina (strain mbic 11017),329726,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,True,True,False
PXD011504,32636389.0,PMC7340779,2,Sulfobacillus thermosulfidooxidans; Leptospirillum ferriphilum,28034; 178606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD018461,32665710.0,PMC7785015,2,Nitrososphaera viennensis en76,926571,Shotgun proteomics,CC BY,APL;RAW;ZIP,False,False,True,True,False
PXD016321,31403401.0,PMC6731060,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD004631,32887881.0,PMC7473864,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD017836,33012227.0,PMC7702802,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD018726,33105837.0,PMC7690644,2,Naja naja; Naja oxiana,35670; 8657,Shotgun proteomics,CC BY,GZ;MGF;MZML;RAW,False,False,True,True,False
PXD019590,33859181.0,PMC8050329,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MZML;RAW,False,False,True,True,False
PXD015441,32451376.0,PMC7248104,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD022997,33600773.0,PMC8008486,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD024494,34035302.0,PMC8149812,2,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,APL;RAW,False,False,True,True,False
PXD022869,33893288.0,PMC8065156,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MZML;RAW,False,False,True,True,False
PXD013933,34201883.0,PMC8306665,2,Candida albicans sc5314,237561,Shotgun proteomics,CC BY,GZ;MGF;MZML;RAW,False,False,True,True,False
PXD020494,33478506.0,PMC7818904,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,APL;RAW,False,False,True,True,False
PXD026898,34326347.0,PMC8322156,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,APL;RAW,False,False,True,True,False
PXD005471,32683046.0,PMC7801222,2,Oryza sativa (rice),4530,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD011273,31204044.0,PMC7792743,2,Ixodes scapularis (black-legged tick) (deer tick),6945,Shotgun proteomics,author_manuscript,RAW,False,False,True,True,False
PXD020213,33670077.0,PMC7927077,2,Pseudomonas aeruginosa pao1,208964,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD021782,33547363.0,PMC7864949,2,Thalassiosira oceanica,159749,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD022080,33659004.0,PMC7917047,2,Bos taurus (bovine),9913,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD023479,33706382.0,PMC8096253,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,True,True,False
PXD023527,33573689.0,PMC7876794,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW;SCAN;WIFF,False,False,True,True,False
PXD027426,34702921.0,PMC8548499,2,Pongo sp.,9603,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD024066,34847359.0,PMC8791276,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD016561,32898175.0,PMC7521716,2,Fasciola hepatica (liver fluke),6192,Shotgun proteomics,CC BY,MGF;RAW;SCAN;WIFF,False,False,True,True,False
PXD028350,35047420.0,PMC8762107,2,Triatoma sordida,65349,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD028553,34622934.0,PMC8652583,2,Rhodobacter sphaeroides 2.4.1,272943,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD028863,34759263.0,PMC8581000,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD024966,35027445.0,PMC8805197,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MZML;RAW,False,False,True,True,False
PXD025176,35027445.0,PMC8805197,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MZML;RAW,False,False,True,True,False
PXD027260,34578385.0,PMC8473002,2,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,MZXML;RAW,False,False,True,True,False
PXD027507,34940667.0,PMC8706970,2,Modiolus kurilensis,1647520,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD030570,35286396.0,PMC8989534,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,True,True,False
PXD030110,35296687.0,PMC8927147,2,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD031417,35202653.0,PMC8942844,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD027875,35314194.0,PMC9052158,2,Mycobacterium tuberculosis,1773,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD030879,35292781.0,PMC8924000,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD031583,35456770.0,PMC9027524,2,Balneola vulgaris; Vibrio alginolyticus,287535; 663,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD026082,34923920.0,PMC8923069,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD031605,35563042.0,PMC9100117,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD031934,35585086.0,PMC9117277,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MZML;RAW,False,False,True,True,False
PXD033537,35622604.0,PMC9147725,2,Myrmica ruginodis; Myrmica rubra,34708; 106198,Shotgun proteomics,CC BY,MZML;RAW,False,False,True,True,False
PXD034069,35747386.0,PMC9209722,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD032292,35618225.0,PMC9243160,2,Xenopus laevis (african clawed frog),8355,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD030036,35853851.0,PMC9296468,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD031176,36202810.0,PMC9537276,2,Pseudoalteromonas prydzensis acam 620,1315282,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD030769,36124662.0,PMC9508832,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,True,True,False
PXD030540,36008984.0,PMC9405601,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD030749,36138777.0,PMC9495560,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD038135,36569898.0,PMC9779928,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;MZML;RAW,False,False,True,True,False
PXD037703,36232890.0,PMC9569955,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD033865,35723178.0,PMC9588555,2,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,MZXML;RAW,False,False,True,True,False
PXD035796,36234944.0,PMC9573663,2,Vitis vinifera (grape),29760,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD028785,36717589.0,PMC9885066,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD037697,36929224.0,PMC10157376,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD036348,37108401.0,PMC10139168,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW;ZIP,False,False,True,True,False
PXD041103,37137912.0,PMC10156733,2,Escherichia coli,562,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD041105,37137912.0,PMC10156733,2,Escherichia coli,562,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD034445,36750717.0,PMC10070477,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD031592,36912080.0,PMC10164564,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MS2;RAW,False,False,True,True,False
PXD038116,37598222.0,PMC10439943,2,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD030752,36087581.0,PMC9583076,2,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,True,True,False
PXD038106,36469292.0,PMC10409707,2,Bos taurus (bovine),9913,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD044161,37591886.0,PMC10435514,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD037131,37439356.0,PMC10484734,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MZML;RAW,False,False,True,True,False
PXD041913,37295717.0,PMC10416069,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD042075,37295424.0,PMC10362501,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD042152,37605006.0,PMC10482945,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD041043,38167292.0,PMC10762127,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD043100,38126797.0,PMC10761121,2,Caenorhabditis elegans,6239,Shotgun proteomics,CC BY-NC,RAW,False,False,True,True,False
PXD048476,38388461.0,PMC10883926,2,Xenopus laevis (african clawed frog),8355,Bottom-up proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD046076,38741276.0,PMC11095574,2,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD045526,38719469.0,PMC11146591,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,True,True,False
PXD031003,38127465.0,PMC10967385,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD044629,38786083.0,PMC11120263,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD050744,38719909.0,PMC11079016,2,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,RAW,False,False,True,True,False
PXD049277,38806566.0,PMC11133380,2,Drosophila melanogaster (fruit fly),7227,Bottom-up proteomics,CC BY,RAW,False,False,True,True,False
PXD050355,38637505.0,PMC11026379,2,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,MGF;MZML;RAW,False,False,True,True,False
PXD042008,39002676.0,PMC11345648,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD053225,39107380.0,PMC11303769,2,Bos taurus (bovine),9913,Bottom-up proteomics,CC BY,RAW,False,False,True,True,False
PXD044720,39081261.0,PMC11342251,2,Saccharomycopsis capsularis,36036,Shotgun proteomics,CC BY-NC,APL;RAW,False,False,True,True,False
PXD051388,38753486.0,PMC11334222,2,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,True,True,False
PXD036510,39281837.0,PMC11400625,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,True,True,False
PXD044817,39472692.0,PMC11894169,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,True,True,False
PXD049246,39965657.0,PMC11835494,2,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,True,True,False
PXD052418,39284914.0,PMC11535055,2,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,True,True,False
PXD056260,39875174.0,PMC11912913,2,Escherichia coli,562,Bottom-up proteomics,CC BY-NC,DAR;RAW,False,False,True,True,False
PXD059650,39907647.0,PMC11894665,2,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,MGF;RAW,False,False,True,True,False
