source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[cell part]	characteristics[developmental stage]	characteristics[disease]	characteristics[sampling time]	characteristics[phenotype]	characteristics[enrichment process]	assay name	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[phenotype]	factor value[sampling time]	sampleChecksum	sampleAccession
PXD002870-AJ_ISO_Heart_Cyto_d03	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 3	AJ_ISO_Heart_Cyto_d03_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_ISO_Heart_Cyto_d03_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	f24eb724b94fa199bbce28a3748b589cc97ab5d395e8792f9f383102217884df	SAMEA7712408
PXD002870-AJ_CTRL_Heart_Cyto_d01	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 4	AJ_CTRL_Heart_Cyto_d01_A04.raw	1	4	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Cyto_d01_A04.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	886b5e18f9e688c28114e69e30b2d63f8b859bf145d5cdd10cc3bc709768aea7	SAMEA7712406
PXD002870-BALB_CTRL_Heart_Cyto_d01	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 4	BALB_CTRL_Heart_Cyto_d01_A04.raw	1	4	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Cyto_d01_A04.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	bb56714701da5463b96b4096bc30f17c74497ac5054d2cccb3813cae20bb7f49	SAMEA7712407
PXD002870-AJ_ISO_Heart_Cyto_d03	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 4	AJ_ISO_Heart_Cyto_d03_A04.raw	1	4	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_ISO_Heart_Cyto_d03_A04.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	f24eb724b94fa199bbce28a3748b589cc97ab5d395e8792f9f383102217884df	SAMEA7712408
PXD002870-AJ_CTRL_Heart_Cyto_d01	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 5	AJ_CTRL_Heart_Cyto_d01_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Cyto_d01_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	886b5e18f9e688c28114e69e30b2d63f8b859bf145d5cdd10cc3bc709768aea7	SAMEA7712406
PXD002870-BALB_CTRL_Heart_Cyto_d01	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 5	BALB_CTRL_Heart_Cyto_d01_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Cyto_d01_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	bb56714701da5463b96b4096bc30f17c74497ac5054d2cccb3813cae20bb7f49	SAMEA7712407
PXD002870-AJ_ISO_Heart_Cyto_d03	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 5	AJ_ISO_Heart_Cyto_d03_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_ISO_Heart_Cyto_d03_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	f24eb724b94fa199bbce28a3748b589cc97ab5d395e8792f9f383102217884df	SAMEA7712408
PXD002870-AJ_CTRL_Heart_Cyto_d01	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 6	AJ_CTRL_Heart_Cyto_d01_A06.raw	1	6	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Cyto_d01_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	886b5e18f9e688c28114e69e30b2d63f8b859bf145d5cdd10cc3bc709768aea7	SAMEA7712406
PXD002870-BALB_CTRL_Heart_Cyto_d01	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 6	BALB_CTRL_Heart_Cyto_d01_A06.raw	1	6	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Cyto_d01_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	bb56714701da5463b96b4096bc30f17c74497ac5054d2cccb3813cae20bb7f49	SAMEA7712407
PXD002870-AJ_CTRL_Heart_Cyto_d01	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 1	AJ_CTRL_Heart_Cyto_d01-2_A01.raw	2	1	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Cyto_d01-2_A01.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	886b5e18f9e688c28114e69e30b2d63f8b859bf145d5cdd10cc3bc709768aea7	SAMEA7712406
PXD002870-BALB_CTRL_Heart_Cyto_d03	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 1	BALB_CTRL_Heart_Cyto_d03_A01.raw	1	1	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Cyto_d03_A01.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	8aebcb134c557a6f22eb19eb65d0dfe0128a5578360d2f11ff0ec49df98b819c	SAMEA7712409
PXD002870-AJ_ISO_Heart_Cyto_d03	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 6	AJ_ISO_Heart_Cyto_d03_A06.raw	1	6	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_ISO_Heart_Cyto_d03_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	f24eb724b94fa199bbce28a3748b589cc97ab5d395e8792f9f383102217884df	SAMEA7712408
PXD002870-AJ_CTRL_Heart_Cyto_d01	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 2	AJ_CTRL_Heart_Cyto_d01-2_A02.raw	2	2	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Cyto_d01-2_A02.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	886b5e18f9e688c28114e69e30b2d63f8b859bf145d5cdd10cc3bc709768aea7	SAMEA7712406
PXD002870-BALB_CTRL_Heart_Cyto_d03	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 2	BALB_CTRL_Heart_Cyto_d03_A02.raw	1	2	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Cyto_d03_A02.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	8aebcb134c557a6f22eb19eb65d0dfe0128a5578360d2f11ff0ec49df98b819c	SAMEA7712409
PXD002870-AJ_ISO_Heart_Cyto_d03	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 7	AJ_ISO_Heart_Cyto_d03_A07.raw	1	7	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_ISO_Heart_Cyto_d03_A07.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	f24eb724b94fa199bbce28a3748b589cc97ab5d395e8792f9f383102217884df	SAMEA7712408
PXD002870-AJ_ISO_Heart_Cyto_d05	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 1	AJ_ISO_Heart_Cyto_d05_A01.raw	1	1	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_ISO_Heart_Cyto_d05_A01.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	046c70d2ffe292c7bbb9e9e7950f42079ea03a3e32deb52061a28ac3b3e71eb5	SAMEA7712410
PXD002870-AJ_CTRL_Heart_Cyto_d01	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 3	AJ_CTRL_Heart_Cyto_d01-2_A03.raw	2	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Cyto_d01-2_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	886b5e18f9e688c28114e69e30b2d63f8b859bf145d5cdd10cc3bc709768aea7	SAMEA7712406
PXD002870-BALB_CTRL_Heart_Cyto_d03	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 3	BALB_CTRL_Heart_Cyto_d03_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Cyto_d03_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	8aebcb134c557a6f22eb19eb65d0dfe0128a5578360d2f11ff0ec49df98b819c	SAMEA7712409
PXD002870-AJ_ISO_Heart_Cyto_d05	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 2	AJ_ISO_Heart_Cyto_d05_A02.raw	1	2	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_ISO_Heart_Cyto_d05_A02.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	046c70d2ffe292c7bbb9e9e7950f42079ea03a3e32deb52061a28ac3b3e71eb5	SAMEA7712410
PXD002870-AJ_CTRL_Heart_Cyto_d01	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 4	AJ_CTRL_Heart_Cyto_d01-2_A04.raw	2	4	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Cyto_d01-2_A04.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	886b5e18f9e688c28114e69e30b2d63f8b859bf145d5cdd10cc3bc709768aea7	SAMEA7712406
PXD002870-BALB_CTRL_Heart_Cyto_d03	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 4	BALB_CTRL_Heart_Cyto_d03_A04.raw	1	4	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Cyto_d03_A04.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	8aebcb134c557a6f22eb19eb65d0dfe0128a5578360d2f11ff0ec49df98b819c	SAMEA7712409
PXD002870-AJ_ISO_Heart_Cyto_d05	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 3	AJ_ISO_Heart_Cyto_d05_A03.raw	1	3	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_ISO_Heart_Cyto_d05_A03.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	046c70d2ffe292c7bbb9e9e7950f42079ea03a3e32deb52061a28ac3b3e71eb5	SAMEA7712410
PXD002870-AJ_CTRL_Heart_Cyto_d01	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 5	AJ_CTRL_Heart_Cyto_d01-2_A05.raw	2	5	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Cyto_d01-2_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	886b5e18f9e688c28114e69e30b2d63f8b859bf145d5cdd10cc3bc709768aea7	SAMEA7712406
PXD002870-BALB_CTRL_Heart_Cyto_d03	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 5	BALB_CTRL_Heart_Cyto_d03_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Cyto_d03_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	8aebcb134c557a6f22eb19eb65d0dfe0128a5578360d2f11ff0ec49df98b819c	SAMEA7712409
PXD002870-AJ_ISO_Heart_Cyto_d05	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 4	AJ_ISO_Heart_Cyto_d05_A04.raw	1	4	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_ISO_Heart_Cyto_d05_A04.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	046c70d2ffe292c7bbb9e9e7950f42079ea03a3e32deb52061a28ac3b3e71eb5	SAMEA7712410
PXD002870-AJ_CTRL_Heart_Cyto_d01	Mus musculus	A/J	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 6	AJ_CTRL_Heart_Cyto_d01-2_A06.raw	2	6	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/AJ_CTRL_Heart_Cyto_d01-2_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	886b5e18f9e688c28114e69e30b2d63f8b859bf145d5cdd10cc3bc709768aea7	SAMEA7712406
PXD002870-BALB_CTRL_Heart_Cyto_d03	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 6	BALB_CTRL_Heart_Cyto_d03_A06.raw	1	6	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Cyto_d03_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	8aebcb134c557a6f22eb19eb65d0dfe0128a5578360d2f11ff0ec49df98b819c	SAMEA7712409
