source name	characteristics[organism]	characteristics[organism part]	characteristics[anatomycal cluster]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[depletion]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	sampleChecksum	sampleAccession
PXD005445-HSB118 brain, V1C	Homo sapiens	brain	primary visual cortex	HSB118	not applicable	African	1726D	male	uninfected	not available	no depletion	qep16-2116_v1cd	QEp16-2116_V1Cd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2116_V1Cd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	c29562781bda3114f4379d2557577f98bdafc4bc6e67c90325017eefe467dfb1	SAMEA7710333
PXD005445-HSB119 brain, AMY	Homo sapiens	brain	amygdala	HSB119	not applicable	African	5741D	male	uninfected	not available	no depletion	qep16-2761_amydev	QEp16-2761_AMYdev.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2761_AMYdev.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	9587a4983ef04ad0d8a887eb9a60c57427ed6743902cafd60690ac776e486c6f	SAMEA7710334
PXD005445-HSB121 brain, AMY	Homo sapiens	brain	amygdala	HSB121	not applicable	European	386D	male	uninfected	not available	no depletion	qep16-2731_amydev	QEp16-2731_AMYdev.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2731_AMYdev.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	58e077c10c46f05578122f6a3180c73f55e0207cc7681ab7aaf064c8e813b6e6	SAMEA7710335
PXD005445-HSB122 brain, AMY	Homo sapiens	brain	amygdala	HSB122	not applicable	European	631D	female	uninfected	not available	no depletion	qep16-2736_amydev	QEp16-2736_AMYdev.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2736_AMYdev.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	6de8e09aba69e738a42d0cc378da5bba3a02e22aec78155faa33e8d317585c07	SAMEA7710336
PXD005445-HSB122 brain, CBC	Homo sapiens	brain	cerebellar cortex	HSB122	not applicable	European	631D	female	uninfected	not available	no depletion	qep16-2141_cbcd	QEp16-2141_CBCd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2141_CBCd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	04d7d20f0757c5d8c18e1fe8e281183ce0375b6766e73951ed7d96eba6172bb7	SAMEA7710337
PXD005445-HSB122 brain, DFC	Homo sapiens	brain	dorsolateral prefrontal cortex	HSB122	not applicable	European	631D	female	uninfected	not available	no depletion	qep16-1965_dfcd	QEp16-1965_DFCd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-1965_DFCd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	810a15b5f72181604b26ed30df6b2615c2c55b47718a7d8aca3ae90c77c42847	SAMEA7710338
PXD005445-HSB122 brain, HIP	Homo sapiens	brain	hippocampal formation	HSB122	not applicable	European	631D	female	uninfected	not available	no depletion	qep16-2076_hipd	QEp16-2076_HIPd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2076_HIPd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	b140cd21b6f8c2bccc6248869e00b59bf9ca4211b4bee9d89621c79b00c2da8a	SAMEA7710339
PXD005445-HSB122 brain, MD	Homo sapiens	brain	medial dorsal nucleus of thalamus	HSB122	not applicable	European	631D	female	uninfected	not available	no depletion	qep16-2000_mdd	QEp16-2000_MDd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2000_MDd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	dc78710361e56a86ebadb8bd8703d3de709a8ae18ce17674bf3668325bba5e30	SAMEA7710340
PXD005445-HSB122 brain, STR	Homo sapiens	brain	striatum	HSB122	not applicable	European	631D	female	uninfected	not available	no depletion	qep16-2030_strd	QEp16-2030_STRd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2030_STRd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	eed7c627ef255301bff32cee1a3684134930945bf8aa85af4ce09dd2de8aac1b	SAMEA7710341
PXD005445-HSB122 brain, V1C	Homo sapiens	brain	primary visual cortex	HSB122	not applicable	European	631D	female	uninfected	not available	no depletion	qep16-2111_v1cd	QEp16-2111_V1Cd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2111_V1Cd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	c88e32fe68aea57790162a416b5351f1e0b736c099dceeccdb2f54e3c2b2f230	SAMEA7710342
PXD005445-HSB123 brain, AMY	Homo sapiens	brain	amygdala	HSB123	not applicable	African	13771D	male	uninfected	not available	no depletion	qep15-2554_amy	QEp15-2554_AMY.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2554_AMY.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	e03ca4227745ad740e2674bd2c7ab77a025c7fcfeb2c2b082c369f90d2820475	SAMEA7710343
PXD005445-HSB123 brain, CBC	Homo sapiens	brain	cerebellar cortex	HSB123	not applicable	African	13771D	male	uninfected	not available	no depletion	qep15-2606_cbc	QEp15-2606_CBC.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2606_CBC.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	c640fd731bf36a840636f3ecae2092551b94bc779b2d1b49df0548fea66bef7b	SAMEA7710344
PXD005445-HSB123 brain, DFC	Homo sapiens	brain	dorsolateral prefrontal cortex	HSB123	not applicable	African	13771D	male	uninfected	not available	no depletion	qep15-2580_dfc	QEp15-2580_DFC.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2580_DFC.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	90f606c57787e47c0e97051d1e973b8ccd7f53c9dbc79f55f83dc2b6a68315ed	SAMEA7710345
PXD005445-HSB123 brain, HIP	Homo sapiens	brain	hippocampal formation	HSB123	not applicable	African	13771D	male	uninfected	not available	no depletion	qep15-2713_hip	QEp15-2713_HIP.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2713_HIP.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	ad136189b3ba2031810c1679cd7c5937851e4e0cddc1631fdc4a936817d7038c	SAMEA7710346
PXD005445-HSB123 brain, STR	Homo sapiens	brain	striatum	HSB123	not applicable	African	13771D	male	uninfected	not available	no depletion	qep15-2788_str	QEp15-2788_STR.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2788_STR.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	02c98bf665cf07235d477173f89d0b65c336c40da52f7ddfa39d50ebc02a474b	SAMEA7710347
PXD005445-HSB123 brain, V1C	Homo sapiens	brain	primary visual cortex	HSB123	not applicable	African	13771D	male	uninfected	not available	no depletion	qep15-2826_v1c	QEp15-2826_V1C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2826_V1C.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	60d70805e8fd8dd31f4ca06564c3d95a240fe0223b97ca465a868624a2e148eb	SAMEA7710348
PXD005445-HSB126 brain, AMY	Homo sapiens	brain	amygdala	HSB126	not applicable	European	11216D	female	uninfected	not available	no depletion	qep15-2558_amy	QEp15-2558_AMY.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2558_AMY.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	cfbfecc559042ae8f16a6cb63b9cab31a89200a3bb69e0ba0ceaab6aa91e5135	SAMEA7710349
PXD005445-HSB126 brain, CBC	Homo sapiens	brain	cerebellar cortex	HSB126	not applicable	European	11216D	female	uninfected	not available	no depletion	qep15-2618_cbc	QEp15-2618_CBC.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2618_CBC.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	8d5085100b5aebf0b972b5332472d79a448f5e01325e040f8dfa405b93e2fe55	SAMEA7710350
PXD005445-HSB126 brain, DFC	Homo sapiens	brain	dorsolateral prefrontal cortex	HSB126	not applicable	European	11216D	female	uninfected	not available	no depletion	qep15-2592_dfc	QEp15-2592_DFC.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2592_DFC.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	3b7e2be4aacbad8258d06c4aa6cc921282e9a132ba2eaaea212e3fdf8035dd37	SAMEA7710351
PXD005445-HSB126 brain, HIP	Homo sapiens	brain	hippocampal formation	HSB126	not applicable	European	11216D	female	uninfected	not available	no depletion	qep15-2717_hip	QEp15-2717_HIP.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2717_HIP.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	ee1b22db71d8b91c312d9c46d9866686ea45e9c1b92e02f2d80f782361d50251	SAMEA7710352
PXD005445-HSB126 brain, MD	Homo sapiens	brain	medial dorsal nucleus of thalamus	HSB126	not applicable	European	11216D	female	uninfected	not available	no depletion	qep15-2738_md	QEp15-2738_MD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2738_MD.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	582ebe08f22fe0c639897da28b907c92b4fc582dbf42ef5316180f0dabfa2da8	SAMEA7710353
PXD005445-HSB126 brain, STR	Homo sapiens	brain	striatum	HSB126	not applicable	European	11216D	female	uninfected	not available	no depletion	qep15-2792_str	QEp15-2792_STR.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2792_STR.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	ea3fffbbd1d2872da140c3de90545350f2cc0e4c98fd6090ec6b1f04dc9660ab	SAMEA7710354
PXD005445-HSB126 brain, V1C	Homo sapiens	brain	primary visual cortex	HSB126	not applicable	European	11216D	female	uninfected	not available	no depletion	qep15-2830_v1c	QEp15-2830_V1C.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-2830_V1C.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	b6cebad674458bfb7befa5963dcaf822aa2f6f35ee7dd0c3a12a5265c099c351	SAMEA7710355
PXD005445-HSB127 brain, CBC	Homo sapiens	brain	cerebellar cortex	HSB127	not applicable	European	7201D	female	uninfected	not available	no depletion	qep16-2131_cbcd	QEp16-2131_CBCd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2131_CBCd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	f9155f484968abff845e4df67b8742e15a82ffc40d6f79dcb33398d68cf7a2f5	SAMEA7710356
PXD005445-HSB127 brain, DFC	Homo sapiens	brain	dorsolateral prefrontal cortex	HSB127	not applicable	European	7201D	female	uninfected	not available	no depletion	qep16-1955_dfcd	QEp16-1955_DFCd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-1955_DFCd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	2e2ceff1428ecfe9472ecbaf9827f777b399d532bbdf19a0290461d2aeee03fd	SAMEA7710357
PXD005445-HSB127 brain, HIP	Homo sapiens	brain	hippocampal formation	HSB127	not applicable	European	7201D	female	uninfected	not available	no depletion	qep16-2055_hipd	QEp16-2055_HIPd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2055_HIPd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	27aa87561898a9337ad18937d73a2f1e04b9e5c3e653593b693ec0f4a28afd51	SAMEA7710358
PXD005445-HSB127 brain, MD	Homo sapiens	brain	medial dorsal nucleus of thalamus	HSB127	not applicable	European	7201D	female	uninfected	not available	no depletion	qep16-1985_mdd	QEp16-1985_MDd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-1985_MDd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	6ee64916aa8633153018dd61676a374ad74cf1618735ddf32e2ed7f08ee73fd3	SAMEA7710359
PXD005445-HSB127 brain, STR	Homo sapiens	brain	striatum	HSB127	not applicable	European	7201D	female	uninfected	not available	no depletion	qep16-2020_strd	QEp16-2020_STRd.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp16-2020_STRd.raw	not applicable	no fractionation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	not available	not available	cbdc21ea709bdb706004e049f948aaa04a27296ab2c11ee0c0924522f2678e1d	SAMEA7710360
