Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	Characteristics[disease]	Characteristics[phenotype]	assay name	comment[label]	comment[fraction identifier]	comment[MS2 mass analyzer]	comment[instrument]	comment[file uri]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type	sampleChecksum	sampleAccession
PXD002619-Sample 22	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 129	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC9_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC9_4.raw	cell	97a00f756bbcaf86e0c398122bec8bffbc4464aa0205261d149bd4ed972e6bdb	SAMEA7712067
PXD002619-Sample 22	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 130	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC9_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC9_5.raw	cell	97a00f756bbcaf86e0c398122bec8bffbc4464aa0205261d149bd4ed972e6bdb	SAMEA7712067
PXD002619-Sample 22	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 131	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC9_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC9_6.raw	cell	97a00f756bbcaf86e0c398122bec8bffbc4464aa0205261d149bd4ed972e6bdb	SAMEA7712067
PXD002619-Sample 23	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	not available	run 132	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_SSM_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_SSM_1.raw	cell	c5cdd1036d735512c12324db261d7efa8361db81883d69f9f3a6e6abfaa0a06f	SAMEA7712068
PXD002619-Sample 23	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	not available	run 133	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_SSM_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_SSM_2.raw	cell	c5cdd1036d735512c12324db261d7efa8361db81883d69f9f3a6e6abfaa0a06f	SAMEA7712068
PXD002619-Sample 23	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	not available	run 134	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_SSM_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_SSM_3.raw	cell	c5cdd1036d735512c12324db261d7efa8361db81883d69f9f3a6e6abfaa0a06f	SAMEA7712068
PXD002619-Sample 23	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	not available	run 135	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_SSM_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_SSM_4.raw	cell	c5cdd1036d735512c12324db261d7efa8361db81883d69f9f3a6e6abfaa0a06f	SAMEA7712068
PXD002619-Sample 23	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	not available	run 136	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_SSM_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_SSM_5.raw	cell	c5cdd1036d735512c12324db261d7efa8361db81883d69f9f3a6e6abfaa0a06f	SAMEA7712068
PXD002619-Sample 23	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	not available	run 137	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_SSM_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_SSM_6.raw	cell	c5cdd1036d735512c12324db261d7efa8361db81883d69f9f3a6e6abfaa0a06f	SAMEA7712068
PXD002619-Sample 24	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 138	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC29_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC29_1.raw	cell	4a6d9eefa16938802baf48a79a56885872979f92a971c755dec9763aa0879605	SAMEA7712069
PXD002619-Sample 24	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 139	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC29_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC29_2.raw	cell	4a6d9eefa16938802baf48a79a56885872979f92a971c755dec9763aa0879605	SAMEA7712069
PXD002619-Sample 24	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 140	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC29_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC29_3.raw	cell	4a6d9eefa16938802baf48a79a56885872979f92a971c755dec9763aa0879605	SAMEA7712069
PXD002619-Sample 24	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 141	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC29_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC29_4.raw	cell	4a6d9eefa16938802baf48a79a56885872979f92a971c755dec9763aa0879605	SAMEA7712069
PXD002619-Sample 24	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 142	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC29_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC29_5.raw	cell	4a6d9eefa16938802baf48a79a56885872979f92a971c755dec9763aa0879605	SAMEA7712069
PXD002619-Sample 24	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 143	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC29_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC29_6.raw	cell	4a6d9eefa16938802baf48a79a56885872979f92a971c755dec9763aa0879605	SAMEA7712069
PXD002619-Sample 25	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 144	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC30B_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC30B_1.raw	cell	3a51d9e191ed64e6e29ed663d2823c223314a980993154a1764ac2b536cb5281	SAMEA7712070
PXD002619-Sample 25	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 145	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC30B_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC30B_2.raw	cell	3a51d9e191ed64e6e29ed663d2823c223314a980993154a1764ac2b536cb5281	SAMEA7712070
PXD002619-Sample 25	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 146	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC30B_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC30B_3.raw	cell	3a51d9e191ed64e6e29ed663d2823c223314a980993154a1764ac2b536cb5281	SAMEA7712070
PXD002619-Sample 25	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 147	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC30B_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC30B_4.raw	cell	3a51d9e191ed64e6e29ed663d2823c223314a980993154a1764ac2b536cb5281	SAMEA7712070
PXD002619-Sample 25	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 148	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC30B_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC30B_5.raw	cell	3a51d9e191ed64e6e29ed663d2823c223314a980993154a1764ac2b536cb5281	SAMEA7712070
PXD002619-Sample 25	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 149	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110617_EXQ2_TaGe_SA_BC30B_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110617_EXQ2_TaGe_SA_BC30B_6.raw	cell	3a51d9e191ed64e6e29ed663d2823c223314a980993154a1764ac2b536cb5281	SAMEA7712070
PXD002619-Sample 26	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 150	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110624_EXQ1_TaGe_SA_BC21_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110624_EXQ1_TaGe_SA_BC21_1.raw	cell	afa47f228707473a685eaa82d6613fd9c5439adad7bba1261c040c39d2790d37	SAMEA7712071
PXD002619-Sample 26	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 151	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110624_EXQ1_TaGe_SA_BC21_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110624_EXQ1_TaGe_SA_BC21_2.raw	cell	afa47f228707473a685eaa82d6613fd9c5439adad7bba1261c040c39d2790d37	SAMEA7712071
PXD002619-Sample 26	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 152	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110624_EXQ1_TaGe_SA_BC21_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110624_EXQ1_TaGe_SA_BC21_3.raw	cell	afa47f228707473a685eaa82d6613fd9c5439adad7bba1261c040c39d2790d37	SAMEA7712071
PXD002619-Sample 26	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 153	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110624_EXQ1_TaGe_SA_BC21_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110624_EXQ1_TaGe_SA_BC21_4.raw	cell	afa47f228707473a685eaa82d6613fd9c5439adad7bba1261c040c39d2790d37	SAMEA7712071
PXD002619-Sample 26	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 154	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110624_EXQ1_TaGe_SA_BC21_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110624_EXQ1_TaGe_SA_BC21_5.raw	cell	afa47f228707473a685eaa82d6613fd9c5439adad7bba1261c040c39d2790d37	SAMEA7712071
PXD002619-Sample 26	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 155	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110624_EXQ1_TaGe_SA_BC21_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110624_EXQ1_TaGe_SA_BC21_6.raw	cell	afa47f228707473a685eaa82d6613fd9c5439adad7bba1261c040c39d2790d37	SAMEA7712071
PXD002619-Sample 27	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 156	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110624_EXQ1_TaGe_SA_BC22_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110624_EXQ1_TaGe_SA_BC22_1.raw	cell	ddb8d2186ae65343216c6cbf192ae411a8a6949750957e9f0c4a369c8c8c82ba	SAMEA7712072
PXD002619-Sample 27	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 157	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110624_EXQ1_TaGe_SA_BC22_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110624_EXQ1_TaGe_SA_BC22_2.raw	cell	ddb8d2186ae65343216c6cbf192ae411a8a6949750957e9f0c4a369c8c8c82ba	SAMEA7712072
PXD002619-Sample 27	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 158	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110624_EXQ1_TaGe_SA_BC22_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110624_EXQ1_TaGe_SA_BC22_3.raw	cell	ddb8d2186ae65343216c6cbf192ae411a8a6949750957e9f0c4a369c8c8c82ba	SAMEA7712072
PXD002619-Sample 27	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 159	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110624_EXQ1_TaGe_SA_BC22_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110624_EXQ1_TaGe_SA_BC22_4.raw	cell	ddb8d2186ae65343216c6cbf192ae411a8a6949750957e9f0c4a369c8c8c82ba	SAMEA7712072
PXD002619-Sample 27	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 160	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110624_EXQ1_TaGe_SA_BC22_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110624_EXQ1_TaGe_SA_BC22_5.raw	cell	ddb8d2186ae65343216c6cbf192ae411a8a6949750957e9f0c4a369c8c8c82ba	SAMEA7712072
