field,category,annotator_a,annotator_b,pair_category,n_shared_docs,kappa
number_of_fractions,experimental_design,SingleHuman,Annotator6,Single human vs. MultiHuman annotator,10,0.0
factor_value,experimental_design,SingleHuman,Annotator6,Single human vs. MultiHuman annotator,10,0.2105263157894738
experimental_design,experimental_design,SingleHuman,Annotator6,Single human vs. MultiHuman annotator,10,0.0
number_of_samples,experimental_design,SingleHuman,Annotator6,Single human vs. MultiHuman annotator,10,-0.19999999999999996
biological_replicate,experimental_design,SingleHuman,Annotator6,Single human vs. MultiHuman annotator,10,0.0
technical_replicate,experimental_design,SingleHuman,Annotator6,Single human vs. MultiHuman annotator,10,0.0
technology_type,experimental_design,SingleHuman,Annotator6,Single human vs. MultiHuman annotator,10,
species,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.25
tissue,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.5714285714285714
disease_state,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,1.0
cell_type,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.0
cell_line,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.608695652173913
sex,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,1.0
age,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,1.0
sample_source,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.0
anatomic_site_tumor,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,
BMI,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,
strain,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.0
developmental_stage,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,
ethnicity,biological,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,
acquisition_method,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.769230769230769
instrument,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.0
labeling,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.3999999999999998
fragmentation_method,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.25
cleavage_agent,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.0
enrichment_method,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.3999999999999998
fractionation_method,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.0
reduction_reagent,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.5714285714285714
alkylation_reagent,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.3414634146341463
collision_energy,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.0
ionization_type,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.5714285714285714
mass_analyzer,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.0
alkylation_concentration,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,-6.245004513516506e-17
reduction_concentration,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,-6.245004513516506e-17
ptm,technical,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,-8.326672684688674e-17
number_of_biological_replicates,experimental_design,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,
number_of_technical_replicates,experimental_design,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.0
number_of_fractions,experimental_design,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.5714285714285714
factor_value,experimental_design,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,0.0
experimental_design,experimental_design,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,
number_of_samples,experimental_design,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,1.0
biological_replicate,experimental_design,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,
technical_replicate,experimental_design,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,
technology_type,experimental_design,SingleHuman,Annotator7,Single human vs. MultiHuman annotator,9,
species,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.37735849056603776
tissue,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.47619047619047616
disease_state,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.8196721311475409
cell_type,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,-0.4528301886792453
cell_line,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.7924528301886792
sex,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,-0.09999999999999892
age,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.0
sample_source,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,
anatomic_site_tumor,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,
BMI,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,
strain,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.7924528301886792
developmental_stage,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.0
ethnicity,biological,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,
acquisition_method,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.8135593220338982
instrument,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,
labeling,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.8135593220338982
fragmentation_method,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.6206896551724135
cleavage_agent,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.0
enrichment_method,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.6206896551724139
fractionation_method,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.0
reduction_reagent,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.37735849056603776
alkylation_reagent,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.7441860465116279
collision_energy,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.4761904761904763
ionization_type,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.5416666666666669
mass_analyzer,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.440677966101695
alkylation_concentration,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.04347826086956525
reduction_concentration,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.04347826086956525
ptm,technical,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.440677966101695
number_of_biological_replicates,experimental_design,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,1.0
number_of_technical_replicates,experimental_design,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.7924528301886792
number_of_fractions,experimental_design,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.6333333333333334
factor_value,experimental_design,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.06779661016949153
experimental_design,experimental_design,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,1.0
number_of_samples,experimental_design,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,0.26666666666666666
biological_replicate,experimental_design,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,
technical_replicate,experimental_design,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,
technology_type,experimental_design,SingleHuman,Annotator8,Single human vs. MultiHuman annotator,11,
species,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.0
tissue,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.04878048780487793
disease_state,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.7065217391304348
cell_type,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,-1.0705722023171153e-16
cell_line,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.6153846153846152
sex,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.21576763485477168
age,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.4130434782608697
sample_source,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,-2.9976021664879274e-15
anatomic_site_tumor,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.34146341463414653
BMI,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,
strain,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.43243243243243223
developmental_stage,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.0
ethnicity,biological,GPT,HarmonizedHuman,GPT vs. any human annotator,27,
acquisition_method,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.23943661971830976
instrument,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,
labeling,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.07954545454545457
fragmentation_method,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.3478260869565217
cleavage_agent,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.0
enrichment_method,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.4878048780487804
fractionation_method,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.0
reduction_reagent,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.5135135135135136
alkylation_reagent,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.8860759493670884
collision_energy,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.7428571428571428
ionization_type,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.2741935483870968
mass_analyzer,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.2751677852348994
alkylation_concentration,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.027444253859348167
reduction_concentration,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.027444253859348167
ptm,technical,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.608695652173913
number_of_biological_replicates,experimental_design,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.16740088105726847
number_of_technical_replicates,experimental_design,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.3999999999999998
number_of_fractions,experimental_design,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.5116279069767441
factor_value,experimental_design,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.36220472440944834
experimental_design,experimental_design,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.0
number_of_samples,experimental_design,GPT,HarmonizedHuman,GPT vs. any human annotator,27,-0.04651162790697674
biological_replicate,experimental_design,GPT,HarmonizedHuman,GPT vs. any human annotator,27,
technical_replicate,experimental_design,GPT,HarmonizedHuman,GPT vs. any human annotator,27,-2.3058478203753253e-16
technology_type,experimental_design,GPT,HarmonizedHuman,GPT vs. any human annotator,27,0.0
species,biological,GPT,Annotator1,GPT vs. any human annotator,9,0.0
tissue,biological,GPT,Annotator1,GPT vs. any human annotator,9,0.3076923076923075
disease_state,biological,GPT,Annotator1,GPT vs. any human annotator,9,1.0
cell_type,biological,GPT,Annotator1,GPT vs. any human annotator,9,
cell_line,biological,GPT,Annotator1,GPT vs. any human annotator,9,0.14285714285714285
sex,biological,GPT,Annotator1,GPT vs. any human annotator,9,0.35714285714285715
age,biological,GPT,Annotator1,GPT vs. any human annotator,9,0.608695652173913
sample_source,biological,GPT,Annotator1,GPT vs. any human annotator,9,
anatomic_site_tumor,biological,GPT,Annotator1,GPT vs. any human annotator,9,
BMI,biological,GPT,Annotator1,GPT vs. any human annotator,9,
strain,biological,GPT,Annotator1,GPT vs. any human annotator,9,0.0
developmental_stage,biological,GPT,Annotator1,GPT vs. any human annotator,9,
ethnicity,biological,GPT,Annotator1,GPT vs. any human annotator,9,
acquisition_method,technical,GPT,Annotator1,GPT vs. any human annotator,9,0.0
instrument,technical,GPT,Annotator1,GPT vs. any human annotator,9,
labeling,technical,GPT,Annotator1,GPT vs. any human annotator,9,0.0
fragmentation_method,technical,GPT,Annotator1,GPT vs. any human annotator,9,0.0
cleavage_agent,technical,GPT,Annotator1,GPT vs. any human annotator,9,0.0
enrichment_method,technical,GPT,Annotator1,GPT vs. any human annotator,9,0.0
fractionation_method,technical,GPT,Annotator1,GPT vs. any human annotator,9,0.0
reduction_reagent,technical,GPT,Annotator1,GPT vs. any human annotator,9,0.5263157894736842
alkylation_reagent,technical,GPT,Annotator1,GPT vs. any human annotator,9,1.0
collision_energy,technical,GPT,Annotator1,GPT vs. any human annotator,9,0.0
ionization_type,technical,GPT,Annotator1,GPT vs. any human annotator,9,0.5714285714285714
mass_analyzer,technical,GPT,Annotator1,GPT vs. any human annotator,9,0.11764705882352934
alkylation_concentration,technical,GPT,Annotator1,GPT vs. any human annotator,9,
reduction_concentration,technical,GPT,Annotator1,GPT vs. any human annotator,9,
ptm,technical,GPT,Annotator1,GPT vs. any human annotator,9,0.4
number_of_biological_replicates,experimental_design,GPT,Annotator1,GPT vs. any human annotator,9,
number_of_technical_replicates,experimental_design,GPT,Annotator1,GPT vs. any human annotator,9,1.0
number_of_fractions,experimental_design,GPT,Annotator1,GPT vs. any human annotator,9,-0.125
factor_value,experimental_design,GPT,Annotator1,GPT vs. any human annotator,9,0.0
experimental_design,experimental_design,GPT,Annotator1,GPT vs. any human annotator,9,
number_of_samples,experimental_design,GPT,Annotator1,GPT vs. any human annotator,9,0.05263157894736842
biological_replicate,experimental_design,GPT,Annotator1,GPT vs. any human annotator,9,0.0
technical_replicate,experimental_design,GPT,Annotator1,GPT vs. any human annotator,9,-0.20000000000000037
technology_type,experimental_design,GPT,Annotator1,GPT vs. any human annotator,9,0.0
species,biological,GPT,Annotator2,GPT vs. any human annotator,11,
tissue,biological,GPT,Annotator2,GPT vs. any human annotator,11,-0.06451612903225817
disease_state,biological,GPT,Annotator2,GPT vs. any human annotator,11,1.0
cell_type,biological,GPT,Annotator2,GPT vs. any human annotator,11,0.0
