source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD008840-Sample-37	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC046N_DGC_83578_E001177_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-38	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC069N_DGC_83880_E001207_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-39	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC105T_DGC_85301_E002503_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-40	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC099N_DGC_85284_E002433_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-41	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC105N_DGC_85302_E002504_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-42	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC042T_DGC_83569_E001168_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-43	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC077T_DGC_83963_E001405_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-44	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC045T_DGC_83575_E001174_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-45	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC114T_DGC_85333_E002515_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-46	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC098N_DGC_85281_E015044_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-47	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC096N_DGC_85280_E015043_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-48	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC093T_DGC_85349_E002677_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-49	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC104N_DGC_85299_E002501_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-50	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC066T_DGC_83873_E001200_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-51	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC045N_DGC_83576_E001175_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-52	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC065T_DGC_83871_E001198_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-53	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC059N_DGC_83956_E001398_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-54	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC082N_DGC_83974_E001416_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-55	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC039T_DGC_83436_E000887_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-56	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC058T_DGC_83815_E001188_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-57	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC091T_DGC_85346_E002674_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-58	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC066N_DGC_83874_E001201_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-59	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC099T_DGC_85283_E002432_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-60	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC062T_DGC_83853_E001192_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-61	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC100N_DGC_85354_E002682_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-62	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC030N_DGC_83566_E001219_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-63	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC056T_DGC_83811_E001184_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-64	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC044T_DGC_83573_E001172_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-65	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC074N_DGC_83896_E001217_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-66	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC070N_DGC_83882_E001209_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-67	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC099T_DGC_85283_E002432_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-68	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC023T_DGC_82805_E000747_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-69	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC079N_DGC_83968_E001410_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-70	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC042N_DGC_83570_E001169_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-71	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC077N_DGC_83964_E001406_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
