source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD022741-Sample-31	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11901.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-32	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11901.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-33	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11901.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-34	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11936.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-35	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11936.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-36	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11936.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-37	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11936.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-38	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11936.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-39	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11936.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-40	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11936.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-41	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11936.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-42	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11936.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-43	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11936.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-44	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11936.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-45	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	NT=collision-induced dissociation;AC=MS:1000133	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11937.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-46	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	NT=collision-induced dissociation;AC=MS:1000133	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11937.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-47	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	NT=collision-induced dissociation;AC=MS:1000133	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11937.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-48	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	NT=collision-induced dissociation;AC=MS:1000133	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11937.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-49	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	NT=collision-induced dissociation;AC=MS:1000133	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11937.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-50	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	NT=collision-induced dissociation;AC=MS:1000133	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11937.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-51	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	NT=collision-induced dissociation;AC=MS:1000133	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11937.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-52	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	NT=collision-induced dissociation;AC=MS:1000133	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11937.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-53	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	NT=collision-induced dissociation;AC=MS:1000133	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11937.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-54	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	NT=collision-induced dissociation;AC=MS:1000133	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11937.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-55	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	NT=collision-induced dissociation;AC=MS:1000133	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11937.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-56	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11938.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-57	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11938.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-58	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11938.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-59	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11938.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-60	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11938.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD022741-Sample-61	Saccharomyces cerevisiae	not available	not available	yeast	3	not available	11 time points over 33 h after inoculation	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Lys-C;AC=MS:1001309	12	1	not available	time (11 time points over 33 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	400m/z-1400m/z	45 NCE	a11938.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
